action_id,entity_id,action_type,effort_hours,expected_lift_pct,status
ACT0001,BAN002,escalate,12,19.8,Proposed
ACT0002,BAN024,automate,44,20.9,In Review
ACT0003,BAN035,automate,36,15.1,Proposed
ACT0004,BAN011,validate,5,15.3,Ready
ACT0005,BAN033,escalate,12,11.1,In Review
ACT0006,BAN028,prioritize,20,15.2,Ready
ACT0007,BAN028,validate,7,5.3,Ready
ACT0008,BAN014,prioritize,21,7.8,Ready
ACT0009,BAN036,monitor,27,15.0,Proposed
ACT0010,BAN020,validate,19,15.3,Ready
ACT0011,BAN016,escalate,4,15.8,Proposed
ACT0012,BAN034,prioritize,39,20.0,Proposed
ACT0013,BAN013,validate,15,9.3,Ready
ACT0014,BAN016,monitor,40,23.2,Ready
ACT0015,BAN004,monitor,41,7.9,Ready
ACT0016,BAN035,monitor,32,22.6,Ready
ACT0017,BAN006,prioritize,42,11.1,In Review
ACT0018,BAN032,document,2,2.2,Complete
ACT0019,BAN030,monitor,29,13.1,Complete
ACT0020,BAN001,prioritize,4,21.4,Proposed
ACT0021,BAN029,automate,26,15.8,Proposed
ACT0022,BAN026,validate,12,16.6,Ready
ACT0023,BAN034,monitor,15,19.6,In Review
ACT0024,BAN029,document,27,17.6,In Review
ACT0025,BAN029,automate,41,13.8,In Review
ACT0026,BAN009,document,32,16.9,Proposed
ACT0027,BAN030,monitor,16,6.3,In Review
ACT0028,BAN027,document,31,15.5,Ready
ACT0029,BAN024,escalate,5,14.2,In Review
ACT0030,BAN035,prioritize,4,13.7,Complete
ACT0031,BAN019,validate,7,22.4,Ready
ACT0032,BAN022,escalate,5,13.1,Complete
ACT0033,BAN001,escalate,44,13.2,Ready
ACT0034,BAN034,prioritize,29,13.1,In Review
ACT0035,BAN003,prioritize,11,21.5,Proposed
ACT0036,BAN002,validate,14,7.9,In Review
ACT0037,BAN003,escalate,19,21.7,Complete
ACT0038,BAN019,automate,23,6.6,Complete
ACT0039,BAN027,prioritize,17,20.2,Complete
ACT0040,BAN007,prioritize,5,8.8,Proposed
ACT0041,BAN030,prioritize,12,13.7,In Review
ACT0042,BAN033,validate,40,13.9,Complete
ACT0043,BAN018,prioritize,23,14.0,Complete
ACT0044,BAN029,monitor,44,8.2,Ready
ACT0045,BAN020,validate,20,9.4,In Review
ACT0046,BAN025,document,25,22.4,In Review
ACT0047,BAN017,monitor,14,13.0,Ready
ACT0048,BAN002,escalate,15,4.9,In Review
ACT0049,BAN001,automate,31,10.0,Complete
ACT0050,BAN014,automate,39,6.4,Complete
ACT0051,BAN006,monitor,15,13.6,Proposed
ACT0052,BAN017,prioritize,34,21.3,Ready
ACT0053,BAN001,monitor,40,11.2,In Review
ACT0054,BAN024,monitor,37,15.5,Proposed
ACT0055,BAN026,monitor,36,16.8,Complete
ACT0056,BAN015,monitor,22,18.0,Ready
ACT0057,BAN027,prioritize,32,19.7,Proposed
ACT0058,BAN028,monitor,7,18.3,Proposed
ACT0059,BAN011,automate,9,7.9,Proposed
ACT0060,BAN006,escalate,35,11.9,In Review
ACT0061,BAN010,automate,43,3.3,Proposed
ACT0062,BAN034,monitor,3,8.4,Proposed
ACT0063,BAN027,validate,6,18.8,Proposed
ACT0064,BAN006,monitor,12,5.1,In Review
ACT0065,BAN010,automate,44,18.2,Ready
ACT0066,BAN025,prioritize,38,4.1,Complete
ACT0067,BAN030,prioritize,19,2.3,Complete
ACT0068,BAN021,validate,42,18.7,Complete
ACT0069,BAN018,escalate,17,15.1,Ready
ACT0070,BAN013,monitor,41,19.5,In Review
ACT0071,BAN026,monitor,29,22.0,Complete
ACT0072,BAN033,escalate,24,3.8,In Review
ACT0073,BAN034,monitor,21,17.8,In Review
ACT0074,BAN031,escalate,37,23.6,In Review
ACT0075,BAN027,prioritize,10,16.4,In Review
ACT0076,BAN006,automate,6,23.2,Complete
ACT0077,BAN012,monitor,17,11.9,Complete
ACT0078,BAN014,automate,39,20.0,Proposed
ACT0079,BAN012,prioritize,26,3.0,In Review
ACT0080,BAN002,automate,32,3.7,Ready
ACT0081,BAN024,validate,43,5.7,In Review
ACT0082,BAN009,validate,8,10.2,Complete
ACT0083,BAN022,document,33,14.2,Complete
ACT0084,BAN005,escalate,34,11.7,In Review
ACT0085,BAN002,document,34,8.8,Proposed
ACT0086,BAN020,validate,41,7.5,Ready
ACT0087,BAN013,document,11,3.4,Complete
ACT0088,BAN001,document,42,12.6,Proposed
ACT0089,BAN021,automate,42,3.9,Ready
ACT0090,BAN002,validate,5,6.6,Proposed
ACT0091,BAN014,monitor,35,13.6,In Review
ACT0092,BAN029,validate,30,11.5,In Review
ACT0093,BAN013,monitor,26,21.7,In Review
ACT0094,BAN025,escalate,22,20.4,Ready
ACT0095,BAN028,validate,9,2.4,Proposed
ACT0096,BAN015,document,22,7.8,Ready
ACT0097,BAN001,validate,24,9.3,Complete
ACT0098,BAN003,prioritize,4,12.9,Complete
ACT0099,BAN017,monitor,20,19.4,Complete
ACT0100,BAN025,monitor,16,13.0,Proposed
ACT0101,BAN001,escalate,18,8.0,In Review
ACT0102,BAN022,prioritize,27,5.1,Proposed
ACT0103,BAN028,monitor,19,11.0,Proposed
ACT0104,BAN013,escalate,9,15.5,In Review
ACT0105,BAN029,escalate,35,12.9,In Review
ACT0106,BAN027,prioritize,33,16.5,Complete
ACT0107,BAN015,document,20,3.1,Proposed
ACT0108,BAN036,document,39,19.6,Complete
ACT0109,BAN012,monitor,33,18.5,Complete
ACT0110,BAN015,automate,29,20.6,Proposed
ACT0111,BAN029,escalate,40,13.4,In Review
ACT0112,BAN029,prioritize,40,10.3,Ready
ACT0113,BAN036,escalate,34,8.8,Proposed
ACT0114,BAN024,document,43,7.4,Ready
ACT0115,BAN012,prioritize,23,15.3,Proposed
ACT0116,BAN030,prioritize,34,5.1,Proposed
ACT0117,BAN019,validate,12,9.0,Proposed
ACT0118,BAN009,automate,35,9.4,In Review
ACT0119,BAN036,escalate,25,19.6,Ready
ACT0120,BAN001,monitor,13,8.4,Proposed
ACT0121,BAN023,validate,6,15.4,Ready
ACT0122,BAN026,automate,3,22.2,In Review
ACT0123,BAN013,document,9,13.7,Complete
ACT0124,BAN032,escalate,26,21.9,Ready
ACT0125,BAN021,document,23,16.5,Proposed
ACT0126,BAN031,automate,36,15.3,In Review
ACT0127,BAN033,document,15,10.0,Complete
ACT0128,BAN036,prioritize,42,2.3,Proposed
ACT0129,BAN009,validate,31,22.1,In Review
ACT0130,BAN028,automate,30,19.2,Ready
ACT0131,BAN023,automate,39,22.5,Proposed
ACT0132,BAN024,escalate,43,18.1,Ready
ACT0133,BAN018,document,35,17.9,Proposed
ACT0134,BAN010,prioritize,28,12.7,Ready
ACT0135,BAN023,validate,32,12.4,Complete
ACT0136,BAN002,prioritize,30,2.4,In Review
ACT0137,BAN006,prioritize,8,12.7,Complete
ACT0138,BAN033,validate,27,24.0,Proposed
ACT0139,BAN017,automate,19,7.2,Ready
ACT0140,BAN009,document,32,3.0,Ready
ACT0141,BAN027,validate,32,20.7,In Review
ACT0142,BAN027,escalate,18,5.8,Complete
ACT0143,BAN034,monitor,29,5.5,Ready
ACT0144,BAN012,escalate,34,7.2,In Review
ACT0145,BAN019,validate,35,2.4,In Review
ACT0146,BAN008,prioritize,26,18.1,In Review
ACT0147,BAN032,escalate,26,14.7,Ready
ACT0148,BAN032,escalate,25,10.5,Complete
ACT0149,BAN034,escalate,20,12.9,Complete
ACT0150,BAN014,prioritize,41,3.8,In Review
ACT0151,BAN012,prioritize,24,20.8,Complete
ACT0152,BAN023,prioritize,4,14.3,Proposed
ACT0153,BAN018,escalate,40,21.3,Proposed
ACT0154,BAN009,automate,44,10.7,Complete
ACT0155,BAN015,monitor,12,6.7,Complete
ACT0156,BAN025,document,18,14.0,In Review
ACT0157,BAN001,document,42,12.2,Ready
ACT0158,BAN007,automate,7,23.7,In Review
